city_key,city,neighborhood_key,neighborhood,listings,analyzable,activity_sum,activity_mean,latitude,longitude,coverage,activity_per_listing,rank_high,rank_low
sydney,Sídney,sydney:warringah,Warringah,1794,1780,738.65,0.41497191011235957,-33.76161320855071,151.28567689217,0.992196209587514,0.41497191011235957,37.0,1.0
sydney,Sídney,sydney:waverley,Waverley,5467,5447,2488.28,0.45681659629153665,-33.89112758344875,151.27044224269255,0.9963416864825315,0.45681659629153665,35.0,3.0
sydney,Sídney,sydney:willoughby,Willoughby,500,496,298.69,0.6021975806451613,-33.80150481730227,151.18909255926533,0.992,0.6021975806451613,30.0,8.0
sydney,Sídney,sydney:woollahra,Woollahra,1573,1568,762.22,0.48610969387755104,-33.88110466489181,151.24465819780644,0.9968213604577241,0.48610969387755104,34.0,4.0
tokyo,Tokio,tokyo:adachi ku,Adachi Ku,172,172,188.44,1.0955813953488371,35.778025,139.792485,1.0,1.0955813953488371,23.0,2.0
tokyo,Tokio,tokyo:arakawa ku,Arakawa Ku,279,279,436.2,1.5634408602150538,35.73233,139.77922,1.0,1.5634408602150538,18.0,7.0
tokyo,Tokio,tokyo:bunkyo ku,Bunkyo Ku,129,129,318.07,2.465658914728682,35.72175,139.76077,1.0,2.465658914728682,1.0,24.0
tokyo,Tokio,tokyo:chiyoda ku,Chiyoda Ku,198,198,274.12,1.3844444444444444,35.69546,139.773685,1.0,1.3844444444444444,21.0,4.0
tokyo,Tokio,tokyo:chuo ku,Chuo Ku,448,448,883.5,1.9720982142857142,35.674005,139.77751999999998,1.0,1.9720982142857142,10.0,15.0
tokyo,Tokio,tokyo:edogawa ku,Edogawa Ku,201,201,314.24,1.5633830845771144,35.707370000000004,139.87192,1.0,1.5633830845771144,19.0,6.0
tokyo,Tokio,tokyo:hachioji shi,Hachioji Shi,37,37,30.490000000000002,0.8240540540540541,35.65438,139.31123,1.0,0.8240540540540541,24.0,1.0
tokyo,Tokio,tokyo:itabashi ku,Itabashi Ku,237,237,433.79,1.8303375527426162,35.75462,139.69773999999998,1.0,1.8303375527426162,15.0,10.0
tokyo,Tokio,tokyo:katsushika ku,Katsushika Ku,280,280,462.98,1.6535,35.743205,139.85165,1.0,1.6535,16.0,9.0
tokyo,Tokio,tokyo:koto ku,Koto Ku,152,152,347.11,2.2836184210526316,35.685575,139.818635,1.0,2.2836184210526316,4.0,21.0
tokyo,Tokio,tokyo:meguro ku,Meguro Ku,84,84,186.60999999999999,2.2215476190476187,35.640294999999995,139.697535,1.0,2.2215476190476187,5.0,20.0
tokyo,Tokio,tokyo:minato ku,Minato Ku,551,551,908.7,1.6491833030852996,35.66033,139.73783,1.0,1.6491833030852996,17.0,8.0
tokyo,Tokio,tokyo:nakano ku,Nakano Ku,290,290,673.52,2.3224827586206898,35.70605,139.672205,1.0,2.3224827586206898,3.0,22.0
tokyo,Tokio,tokyo:nerima ku,Nerima Ku,62,62,81.35,1.3120967741935483,35.748295,139.64625999999998,1.0,1.3120967741935483,22.0,3.0
tokyo,Tokio,tokyo:ota ku,Ota Ku,598,598,909.49,1.520886287625418,35.561454999999995,139.72412,1.0,1.520886287625418,20.0,5.0
tokyo,Tokio,tokyo:setagaya ku,Setagaya Ku,305,305,621.09,2.036360655737705,35.64768,139.66263999999998,1.0,2.036360655737705,7.0,18.0
tokyo,Tokio,tokyo:shibuya ku,Shibuya Ku,854,854,2047.75,2.3978337236533958,35.664905000000005,139.694965,1.0,2.3978337236533958,2.0,23.0
tokyo,Tokio,tokyo:shinagawa ku,Shinagawa Ku,170,170,336.0,1.9764705882352942,35.614284999999995,139.72475,1.0,1.9764705882352942,9.0,16.0
tokyo,Tokio,tokyo:shinjuku ku,Shinjuku Ku,1882,1882,4039.65,2.1464665249734325,35.698765,139.704495,1.0,2.1464665249734325,6.0,19.0
tokyo,Tokio,tokyo:toshima ku,Toshima Ku,1228,1228,2489.34,2.0271498371335506,35.73328000000001,139.71385,1.0,2.0271498371335506,8.0,17.0
